success,tokenNum,teamSize,USA,UK,othercountry,overallrating,offered_ownership,duration,priceETH,isERC,softcap,hardcap,whitepaper,video,socialMedia
1,19.34676655,2.890371758,1,0,0,2.9,0.7,0,NA,1,0,1,1,1,0
0,18.19753719,2.397895273,0,0,1,2.6,0.8,167,7.00E-04,1,1,1,1,1,0
0,17.97439364,2.197224577,0,1,0,2.6,0.8,55,0.002,1,1,1,1,1,0
1,18.6113011,1.609437912,0,1,0,2.5,0.5,21,0.000124,1,1,1,1,0,0
1,15.60727003,#NAME?,0,0,1,1.5,0.2,30,0.00308,NA,0,0,1,0,0
0,18.13299867,#NAME?,0,0,1,2.2,0.6,62,1.00E-04,1,0,0,1,0,0
1,4.812184355,1.791759469,0,1,0,3.6,0.5,29,0.00028,1,0,0,1,1,0
1,3.850147602,2.772588722,0,0,1,4,NA,30,5.00E-04,1,1,1,1,1,0
1,19.29614948,2.708050201,0,0,1,3.2,0.5,46,0.00028,1,0,1,1,0,0
0,17.72753356,1.791759469,0,0,1,3.2,NA,45,0.002,1,0,0,1,1,0
1,22.33270375,2.833213344,0,0,1,3.3,0.5,18,1.54E-06,NA,1,1,1,1,0
1,NA,3.044522438,1,0,0,3.5,NA,30,5.00E-04,1,0,1,1,1,0
0,5.991464547,1.945910149,0,0,1,2.4,0.5,30,0.0011,1,1,1,1,1,0
1,20.04992128,2.48490665,0,0,1,4.3,0.51,61,1.40E-05,1,1,1,1,1,0
0,16.81124283,2.708050201,0,0,1,3.9,NA,59,0.000425,1,1,1,1,1,0
0,16.42925008,2.397895273,1,0,0,3,0.64,45,0.000537,1,1,1,1,0,0
0,20.03011866,2.48490665,0,1,0,2.5,0.5,71,0.000375,1,0,0,1,1,2
1,20.86389697,1.791759469,0,0,1,3.2,0.5,60,5.00E-05,1,1,1,1,1,0
0,#NAME?,1.609437912,0,0,1,2.3,0.51,30,0.0014,1,1,1,1,1,0
1,19.74243658,2.772588722,0,0,1,3.3,0.5,16,0.000112,1,0,1,1,1,3
1,20.14344734,2.833213344,0,0,1,3.4,0.56,30,3.30E-05,NA,0,1,1,1,3
0,17.90985512,1.791759469,0,0,1,2.3,0.6,31,0.001,NA,0,0,1,1,0
1,18.42068074,#NAME?,1,0,0,2.5,0.5,12,0.109,NA,0,0,1,1,3
1,17.50439001,1.945910149,0,0,1,2.5,0.64,18,0.000252,1,1,1,1,1,0
0,15.76142071,1.791759469,0,0,1,2.1,0.7,45,4.00E-04,1,NA,NA,NA,NA,NA
0,18.77735569,1.386294361,0,0,1,2.3,NA,41,0.00035,1,1,1,1,0,0
1,19.29614948,3.091042453,0,0,1,3.2,0.6,43,7.00E-04,1,1,1,1,1,3
1,16.11809565,2.890371758,1,0,0,3.1,0.6,30,0.00049,1,0,1,1,1,0
0,19.67344371,3.218875825,1,0,0,3,0.7,29,2.50E-05,1,1,1,1,1,0
1,18.82614585,3.931825633,0,0,1,3.9,0.3,14,NA,NA,1,1,1,1,3
0,#NAME?,2.48490665,0,0,1,1.9,NA,30,NA,NA,0,0,1,1,0
1,17.56029764,2.079441542,0,1,0,2.3,NA,0,NA,1,0,0,1,0,3
1,17.67624027,2.197224577,0,0,1,2.8,NA,29,0.002,1,NA,NA,NA,NA,NA
1,NA,2.079441542,1,0,0,2.5,0.4,30,2.03E-05,1,0,1,1,0,1
0,17.23651057,2.079441542,0,0,1,3.5,0.9,61,0.001,1,0,0,1,1,2
1,17.11134742,2.708050201,0,0,1,3.2,0.9,31,0.0014,1,1,1,1,0,0
1,18.40047804,2.63905733,0,0,1,3.6,0.98,21,0.0014,1,1,1,1,1,0
0,19.11382792,2.772588722,1,0,0,3.6,0.6,26,0.00056,NA,1,1,1,1,2
1,17.72753356,2.890371758,0,0,1,3.7,0.7,37,0.001,1,1,1,1,1,0
0,16.52356076,2.302585093,0,0,1,2.5,0.33,25,0.0028,1,0,0,1,0,0
1,14.91412285,2.197224577,0,0,1,2.8,0.6,40,0.00385,1,0,1,1,0,2
0,17.72753356,1.609437912,1,0,0,2.5,NA,45,0.00033,NA,0,0,1,0,3
0,19.11382792,1.945910149,0,0,1,1.7,0.4,46,4.00E-04,1,1,1,1,0,0
1,19.17445255,2.772588722,0,0,1,2.9,0.85,42,7.00E-05,NA,1,0,1,0,0
0,20.03011866,1.609437912,1,0,0,3.3,0.5,30,4.20E-05,1,1,1,1,1,0
1,14.23422089,3.33220451,0,0,1,3.3,0.73,59,0.00029,1,1,1,1,1,0
1,20.6010982,3.663561646,0,0,1,4.1,NA,36,0.00014,1,1,1,1,1,3
1,14.28551419,1.609437912,0,0,1,2.3,NA,46,0.0014,1,1,1,1,1,0
0,20.90558739,1.791759469,1,0,0,2.3,0.6,105,0.00028,1,1,1,1,0,0
1,18.82614585,3.610917913,0,0,1,3.7,0.3,92,0.00014,NA,0,0,1,1,3
0,16.81124283,3.496507561,0,0,1,2.8,0.8,150,0.0015,1,0,0,1,1,0
1,18.0640058,2.564949357,0,0,1,3.1,0.7,70,0.00011,1,1,1,1,1,0
1,19.75568181,2.63905733,0,0,1,3.4,0.65,30,2.00E-04,1,1,1,1,1,0
1,20.99237652,3.135494216,0,0,1,4.4,0.63,21,7.00E-05,1,1,1,1,1,0
1,3.091042453,2.995732274,0,0,1,3.7,0.75,64,0.001,1,1,1,1,1,0
1,NA,2.564949357,0,0,1,3.3,NA,29,7.70E-05,1,0,1,1,1,3
1,23.02585093,2.63905733,1,0,0,3.2,0.5,88,NA,NA,1,1,1,0,2
1,15.74703197,1.791759469,0,1,0,3,NA,47,7.00E-04,NA,1,1,1,1,0
1,21.82187813,2.63905733,0,0,1,4.3,0.4,31,1.40E-05,1,1,1,1,1,0
0,17.3330084,2.397895273,1,0,0,3.5,NA,31,1,NA,0,1,1,0,2
1,NA,1.791759469,0,0,1,2.5,NA,27,2.40E-05,1,0,0,1,0,0
1,19.51929303,2.564949357,0,0,1,3.8,0.12,31,NA,1,1,1,1,1,0
1,17.31201812,3.091042453,0,0,1,4,NA,31,0.0014,1,0,1,1,1,2
0,18.42068074,2.708050201,1,0,0,2.4,0.33,31,0.00014,1,0,1,1,0,0
1,NA,2.397895273,0,0,1,3.5,NA,21,NA,1,0,0,1,0,0
0,#NAME?,1.386294361,0,0,1,2.9,0.35,132,0.0014,1,0,1,1,1,0
0,20.65712603,2.079441542,0,0,1,1.9,0.68,50,1.30E-05,1,0,0,1,0,0
1,20.03011866,2.833213344,0,0,1,3.5,0.5,30,0.00028,1,1,1,1,1,0
0,17.50439001,2.708050201,0,1,0,3.4,0.8,10,0.001,1,0,1,1,1,0
1,NA,0,0,0,1,2.9,NA,62,NA,NA,0,0,1,0,3
0,15.60727003,2.302585093,0,0,1,2.6,0.67,31,0.003125,NA,1,1,1,1,0
1,NA,3.135494216,0,0,1,2.8,0.51,40,NA,NA,0,0,1,1,3
1,19.80697511,1.609437912,0,0,1,2,NA,31,0.00033,1,0,0,1,0,0
1,NA,2.708050201,0,0,1,4.2,0.8,28,1.00E-04,1,1,1,1,1,3
1,NA,1.609437912,0,0,1,2.6,NA,217,4.20E-05,1,1,1,1,0,0
0,#NAME?,1.098612289,1,0,0,1.2,0.75,46,2.00E-05,1,0,1,0,0,0
0,#NAME?,2.197224577,0,0,1,2.5,NA,14,0.0014,1,0,0,1,0,0
1,18.42068074,2.772588722,0,1,0,3.3,0.65,0,7.00E-04,NA,1,1,1,1,2
0,15.76142071,2.302585093,0,0,1,2.8,0.7,28,NA,1,1,1,1,0,0
1,17.72753356,2.397895273,0,1,0,2.4,NA,31,NA,1,0,0,1,1,3
1,19.33697148,2.708050201,0,0,1,3.4,0.5,38,0.0001848,1,1,1,1,0,3
1,17.62217305,2.48490665,0,0,1,3.3,NA,1,0.001,NA,0,1,1,1,2
0,16.52356076,2.944438979,0,0,1,4.4,NA,30,0.0028,1,1,1,1,1,1
1,NA,2.995732274,0,0,1,3.4,0.5,33,NA,NA,1,1,1,1,0
1,NA,1.945910149,0,1,0,2.1,NA,14,NA,NA,0,1,1,1,0
0,19.2091381,2.63905733,1,0,0,3.8,NA,32,0.00035,1,1,1,1,0,0
0,#NAME?,#NAME?,0,0,1,0.9,NA,41,1.40E-05,NA,0,0,1,0,0
0,#NAME?,0,1,0,0,2.5,NA,21,1.43E-05,1,0,0,1,0,0
1,NA,2.995732274,0,0,1,3.8,NA,20,1.00E-05,1,1,1,1,1,3
0,21.41641302,0.693147181,1,0,0,1.8,NA,54,0.00035,1,0,0,1,0,0
1,20.04992128,3.258096538,1,0,0,4.1,0.51,15,0.00014,1,1,1,1,1,0
0,13.12236338,1.386294361,0,0,1,2.1,0.6,35,0.0014,NA,0,1,1,1,0
1,19.67344371,3.761200116,0,0,1,3.9,0.35,27,0.000154,1,0,0,1,1,2
0,#NAME?,1.945910149,0,0,1,2.1,NA,91,NA,NA,0,0,1,1,0
0,18.42068074,#NAME?,1,0,0,1.9,1,30,5.00E-04,NA,0,0,1,1,0
1,19.67344371,2.197224577,1,0,0,3.4,0.35,1,0.000994,1,0,1,1,1,2
0,18.0640058,#NAME?,0,0,1,2.6,0.7,29,1.00E-04,1,1,1,1,0,0
0,20.03011866,1.386294361,0,0,1,1.4,NA,81,0.00025,1,1,1,1,0,0
0,17.72753356,2.708050201,0,1,0,2.7,0.52,24,0.00112,1,1,0,1,0,2
1,NA,2.079441542,1,0,0,1.9,NA,30,NA,NA,0,0,1,0,0
1,17.8044946,2.833213344,0,0,1,3.8,NA,48,0.00222,1,0,1,1,1,0
0,18.73913448,1.609437912,0,0,1,2,0.55,31,5.00E-04,1,1,1,1,0,0
1,NA,2.708050201,0,0,1,3.3,0.35,0,2.80E-06,1,NA,NA,NA,NA,NA
1,NA,1.791759469,1,0,0,3.3,NA,31,0.00033,1,1,1,1,1,2
0,23.28821519,2.079441542,0,0,1,3,0.65,35,1.50E-05,1,0,1,1,1,1
0,19.33697148,2.302585093,1,0,0,2.9,0.5,89,1.00E-04,1,1,1,1,1,0
0,17.78202175,#NAME?,0,0,1,1.2,0.6,29,0.000434,1,0,1,1,0,3
0,17.03438638,2.833213344,0,0,1,2,0.1,46,0.00035,0,0,1,1,1,0
0,16.16688582,2.079441542,0,1,0,2.7,0.7,62,0.0014,1,1,1,1,1,0
0,19.51929303,2.63905733,0,0,1,2.7,0.3,89,0.000112,1,1,1,1,1,0
0,16.6487239,2.197224577,0,0,1,2.3,0.85,7,3.00E-04,1,0,1,1,1,0
0,20.29248292,2.302585093,0,0,1,2.9,0.86,31,5.00E-05,1,0,1,1,1,0
0,#NAME?,1.945910149,0,0,1,2.1,NA,27,0.000322,1,0,0,1,0,0
0,#NAME?,2.48490665,0,0,1,2.5,0.35,31,1.00E-04,1,1,1,1,1,0
